Name,Genre,Description
"the honourable schoolboy (the karla trilogy, #2)",crimemysterythriller,"featuring george smiley, the honourable schoolboy is the second installment in the renowned karla trilogy, the follow-up to the new york timesbestselling tinker, tailor, soldier, spy, which was the inspiration for the oscar-nominated film starring gary oldman, colin firth, and tom hardy. as the fall of saigon looms, master spy george smiley must outmaneuver his soviet counterpart on a battlefield that neither can afford to lose. the mole has been eliminated, but the damage wrought has brought the british secret service to its knees. given the charge of the gravely compromised circus, george smiley embarks on a campaign to uncover what moscow centre most wants to hide. when the trail goes cold at a hong kong gold seam, smiley dispatches gerald westerby to shake the money tree. a part-time operative with cover as a philandering journalist, westerby insinuates himself into a war-torn world where allegiances--and lives--are bought and sold. brilliantly plotted and morally complex, the honourable schoolboy is the second installment of john le carre's renowned karla triology and a riveting portrayal of postcolonial espionage. with an introduction by the author. Featuring George Smiley, The Honourable Schoolboy is the second installment in the renowned Karla Trilogy, the follow-up to the New York Timesbestselling Tinker, Tailor, Soldier, Spy, which was the inspiration for the Oscar-nominated film starring Gary Oldman, Colin Firth, and Tom Hardy. As the fall of Saigon looms, master spy George Smiley must outmaneuver his Soviet counterpart on a battlefield that neither can afford to lose. The mole has been eliminated, but the damage wrought has brought the British Secret Service to its knees. Given the charge of the gravely compromised Circus, George Smiley embarks on a campaign to uncover what Moscow Centre most wants to hide. When the trail goes cold at a Hong Kong gold seam, Smiley dispatches Gerald Westerby to shake the money tree. A part-time operative with cover as a philandering journalist, Westerby insinuates himself into a war-torn world where allegiances--and lives--are bought and sold. Brilliantly plotted and morally complex, The Honourable Schoolboy is the second installment of John le Carre's renowned Karla triology and a riveting portrayal of postcolonial espionage. With an introduction by the author."
"phantom evil (krewe of hunters, #1)",crimemysterythriller,"a secret government unit, a group of renegade paranormal investigators... and a murder no one else can crack. though haunted by the recent deaths of two teammates, jackson crow knows that the living commit the most heinous crimes. a police officer utilizing her paranormal intuition, angela hawkins already has her hands full of mystery and bloodshed. but one assignment calls to them too strongly to resist. in a historic mansion in new orleans's french quarter, a senator's wife falls to her death. most think she jumped; some say she was pushed. and yet others believe she was beckoned by the ghostly spirits inhabiting the house -- once the site of a serial killer's grisly work. in this seemingly unsolvable case, only one thing is certain: whether supernatural or all too human, crimes of passion will cast jackson and angela into danger of losing their lives... and their immortal souls. A secret government unit, a group of renegade paranormal investigators... and a murder no one else can crack. Though haunted by the recent deaths of two teammates, Jackson Crow knows that the living commit the most heinous crimes. A police officer utilizing her paranormal intuition, Angela Hawkins already has her hands full of mystery and bloodshed. But one assignment calls to them too strongly to resist. In a historic mansion in New Orleans's French Quarter, a senator's wife falls to her death. Most think she jumped; some say she was pushed. And yet others believe she was beckoned by the ghostly spirits inhabiting the house -- once the site of a serial killer's grisly work. In this seemingly unsolvable case, only one thing is certain: whether supernatural or all too human, crimes of passion will cast Jackson and Angela into danger of losing their lives... and their immortal souls."
"cannibal (chess team adventure, #7)",crimemysterythriller,"still recovering from the tragic loss of a good friend, jack sigler, callsign: king, leads the chess team--a crew of former delta operators--back into action. but what should be a routine snatch-and-grab to capture a drug cartel leader, escalates out of control, throwing the team into a challenge unlike anything they've ever faced. an enemy from their past, who is close to unmasking their identities, joins forces with the psychotic cartel kingpin, setting a trap that will shake the team to its foundations. while the team battles enemies old and new, king's fiancee, cdc disease detective, sara fogg, struggles to stop a strange outbreak that transforms the infected into ravenous, inhuman monsters. once responsible for the disappearance of the roanoke settlers, the disease now threatens to spread across the planet, ending human civilization in a bloodbath of violence. hunted by humans and monsters alike, king and the chess team face a desperate choice--sacrifice themselves or let the world bleed. Still recovering from the tragic loss of a good friend, Jack Sigler, callsign: King, leads the Chess Team--a crew of former Delta operators--back into action. But what should be a routine snatch-and-grab to capture a drug cartel leader, escalates out of control, throwing the team into a challenge unlike anything they've ever faced. An enemy from their past, who is close to unmasking their identities, joins forces with the psychotic cartel kingpin, setting a trap that will shake the team to its foundations. While the team battles enemies old and new, King's fiancee, CDC disease detective, Sara Fogg, struggles to stop a strange outbreak that transforms the infected into ravenous, inhuman monsters. Once responsible for the disappearance of the Roanoke settlers, the disease now threatens to spread across the planet, ending human civilization in a bloodbath of violence. Hunted by humans and monsters alike, King and the Chess Team face a desperate choice--sacrifice themselves or let the world bleed."
cross kill (alex cross #24,crimemysterythriller,"4) . alex cross, i'm coming for you--even from the grave if i have to. along came a spiderkiller gary soneji has been dead for over ten years. alex cross watched him die. but today, cross saw him gun down his partner. is soneji alive? a ghost? or something even more sinister? nothing will prepare you for the wicked truth. Alex Cross, I'm coming for you--even from the grave if I have to. Along Came a Spiderkiller Gary Soneji has been dead for over ten years. Alex Cross watched him die. But today, Cross saw him gun down his partner. Is Soneji alive? A ghost? Or something even more sinister? Nothing will prepare you for the wicked truth."
off season,crimemysterythriller,"september. a beautiful new york editor retreats to a lonely cabin on a hill in the quiet maine beach town of dead river--off season--awaiting her sister and friends. nearby, a savage human family with a taste for flesh lurks in the darkening woods, watching, waiting for the moon to rise and night to fall... and before too many hours pass, five civilized, sophisticated people and one tired old country sheriff will learn just how primitive we all are beneath the surface...and that there are no limits at all to the will to survive. September. A beautiful New York editor retreats to a lonely cabin on a hill in the quiet Maine beach town of Dead River--off season--awaiting her sister and friends. Nearby, a savage human family with a taste for flesh lurks in the darkening woods, watching, waiting for the moon to rise and night to fall... And before too many hours pass, five civilized, sophisticated people and one tired old country sheriff will learn just how primitive we all are beneath the surface...and that there are no limits at all to the will to survive."
notorious nineteen (stephanie plum #19),crimemysterythriller,"new jersey bounty hunter stephanie plum is certain of three truths: people don't just vanish into thin air. never anger old people. and don't do what tiki tells you to do. after a slow summer of chasing low-level skips for her cousin vinnie's bail bonds agency, stephanie plum finally lands an assignment that could put her checkbook back in the black. geoffrey cubbin, facing trial for embezzling millions from trenton's premier assisted-living facility, has mysteriously vanished from the hospital after an emergency appendectomy. now it's on stephanie to track him down. unfortunately, cubbin has disappeared without a trace, a witness, or his money-hungry wife. rumors are stirring that he must have had help with the daring escape... or that maybe he never made it out of his room alive. since the hospital staff's lips seem to be tighter than the security, and it's hard for stephanie to blend in to assisted living, stephanie's grandma mazur goes in undercover. but when a second felon goes missing from the same hospital, stephanie is forced into working side by side with trenton's hottest cop, joe morelli, in order to crack the case. the real problem is, no cubbin also means no way to pay the rent. desperate for money--or maybe just desperate--stephanie accepts a secondary job guarding her secretive and mouthwatering mentor ranger from a deadly special forces adversary. while stephanie is notorious for finding trouble, she may have found a little more than she bargained for this time around. then again--a little food poisoning, some threatening notes, and a bridesmaid's dress with an excess of taffeta never killed anyone... or did they? if stephanie plum wants to bring in a paycheck, she'll have to remember: no guts, no glory. New Jersey bounty hunter Stephanie Plum is certain of three truths: People don't just vanish into thin air. Never anger old people. And don't do what Tiki tells you to do. After a slow summer of chasing low-level skips for her cousin Vinnie's bail bonds agency, Stephanie Plum finally lands an assignment that could put her checkbook back in the black. Geoffrey Cubbin, facing trial for embezzling millions from Trenton's premier assisted-living facility, has mysteriously vanished from the hospital after an emergency appendectomy. Now it's on Stephanie to track him down. Unfortunately, Cubbin has disappeared without a trace, a witness, or his money-hungry wife. Rumors are stirring that he must have had help with the daring escape... or that maybe he never made it out of his room alive. Since the hospital staff's lips seem to be tighter than the security, and it's hard for Stephanie to blend in to assisted living, Stephanie's Grandma Mazur goes in undercover. But when a second felon goes missing from the same hospital, Stephanie is forced into working side by side with Trenton's hottest cop, Joe Morelli, in order to crack the case. The real problem is, no Cubbin also means no way to pay the rent. Desperate for money--or maybe just desperate--Stephanie accepts a secondary job guarding her secretive and mouthwatering mentor Ranger from a deadly Special Forces adversary. While Stephanie is notorious for finding trouble, she may have found a little more than she bargained for this time around. Then again--a little food poisoning, some threatening notes, and a bridesmaid's dress with an excess of taffeta never killed anyone... or did they? If Stephanie Plum wants to bring in a paycheck, she'll have to remember: No guts, no glory."
"lenin's roller coaster (jack mccoll, #3)",crimemysterythriller,"winter 1917: as a generation of europe s young men perish on the eastern and western fronts, british spy jack mccoll is assigned a sabotage mission deep in central asia, where german influence is strong. as he quickly realizes, the mission only becomes more dangerous the closer he gets to its heart. meanwhile, the woman he loves, irish-american suffragette journalist caitlin hanley, is in bolshevik russia, thrilled to have the chance to cover the revolution. caitlin knows moscow is where she is meant to be during this historic event even if she is putting her own life at risk to bear witness.but four years of bloody war have taken their toll on all of europe, and jack and caitlin s relationship may become another casualty. caitlin s political convictions have always been for progress, feminism, and socialism often diametrically opposed to the conservative goals of the british empire jack serves. up until now, jack and caitlin have managed to set aside their allegiances and stay faithful to each other, but the stakes of their affair have risen too high. can a revolutionary love a spy? and if she does, will it cost one of them their lives?"" Winter 1917: As a generation of Europe s young men perish on the Eastern and Western fronts, British spy Jack McColl is assigned a sabotage mission deep in Central Asia, where German influence is strong. As he quickly realizes, the mission only becomes more dangerous the closer he gets to its heart. Meanwhile, the woman he loves, Irish-American suffragette journalist Caitlin Hanley, is in Bolshevik Russia, thrilled to have the chance to cover the Revolution. Caitlin knows Moscow is where she is meant to be during this historic event even if she is putting her own life at risk to bear witness.But four years of bloody war have taken their toll on all of Europe, and Jack and Caitlin s relationship may become another casualty. Caitlin s political convictions have always been for progress, feminism, and socialism often diametrically opposed to the conservative goals of the British Empire Jack serves. Up until now, Jack and Caitlin have managed to set aside their allegiances and stay faithful to each other, but the stakes of their affair have risen too high. Can a revolutionary love a spy? And if she does, will it cost one of them their lives?"""
death by dickens,crimemysterythriller,new york timesbestselling author anne perry and ten of today's masters of mystery present stories inspired by dickens and his immortal classics. New York Timesbestselling author Anne Perry and ten of today's masters of mystery present stories inspired by Dickens and his immortal classics.
"seven dials (charlotte & thomas pitt, #23)",crimemysterythriller,"in the first gray of a mid-september morning, thomas pitt, mainstay of her majesty's special branch, is summoned to connaught square mansion where the body of a junior diplomat lies huddled in a wheelbarrow. nearby stands the tenant of the house, the beautiful and notorious egyptian woman ayesha zakhari, who falls under the shadow of suspicion. pitt's orders, emanating from the prime minister gladstone himself, are to protect - at all costs - the good name of the third person in the garden: senior cabinet minister saville ryerson. this distinguished public servant, whispered to be ayesha's lover, insists that she is as innocent as he is himself. could it be true? in the dead man's less-than-stellar reputation, pitt finds hope. but in ancient alexandria, where the victim was once an army officer, hope grows dim. for there, pitt receives intimations of deadly entanglements stretching from egyptian cotton fields to manchester cotton mills, from the noxious london slum known as seven dials to the madhouse called bedlam. meanwhile, in a packed courtroom at the old bailey, time is ticking away for ayesha and saville. with pitt and his clients racing against the hangman, the trial reaches its pulse-pumping climax. In the first gray of a mid-September morning, Thomas Pitt, mainstay of Her Majesty's Special Branch, is summoned to Connaught Square mansion where the body of a junior diplomat lies huddled in a wheelbarrow. Nearby stands the tenant of the house, the beautiful and notorious Egyptian woman Ayesha Zakhari, who falls under the shadow of suspicion. Pitt's orders, emanating from the Prime Minister Gladstone himself, are to protect - at all costs - the good name of the third person in the garden: senior cabinet minister Saville Ryerson. This distinguished public servant, whispered to be Ayesha's lover, insists that she is as innocent as he is himself. Could it be true? In the dead man's less-than-stellar reputation, Pitt finds hope. But in ancient Alexandria, where the victim was once an army officer, hope grows dim. For there, Pitt receives intimations of deadly entanglements stretching from Egyptian cotton fields to Manchester cotton mills, from the noxious London slum known as Seven Dials to the madhouse called Bedlam. Meanwhile, in a packed courtroom at the Old Bailey, time is ticking away for Ayesha and Saville. With Pitt and his clients racing against the hangman, the trial reaches its pulse-pumping climax."
single and single,crimemysterythriller,"a corporate lawyer from the house of single & single is shot dead in cold blood on a turkish hillside for crimes that he does not understand. a children's entertainer in devon is hauled to his local bank late at night to explain a monumental influx of cash. a russian freighter is arrested in the black sea. a celebrated london financier has disappeared into thin air. a british customs officer is on a trail of corruption and murder. single & single is a thrilling journey of the contemporary human heart - intimate, magical, riotous and subtly architected, showing us john le carre at the height of his dramatic and creative powers. A corporate lawyer from the House of Single & Single is shot dead in cold blood on a Turkish hillside for crimes that he does not understand. A children's entertainer in Devon is hauled to his local bank late at night to explain a monumental influx of cash. A Russian freighter is arrested in the Black Sea. A celebrated London financier has disappeared into thin air. A British customs officer is on a trail of corruption and murder. SINGLE & SINGLE is a thrilling journey of the contemporary human heart - intimate, magical, riotous and subtly architected, showing us John le Carre at the height of his dramatic and creative powers."
the shell game (fox and o'hare #0,crimemysterythriller,"25) . it was love at first con. find out how fbi special agent kate o'hare and con artist nicolas fox first met in this exclusive ebook original short story! con man nick fox is after garson klepper's golden peruvian relics. for fox, convincing klepper to hire him as security for the relocation of the relics to the getty museum in l.a. was easy. problem is, fox wasn't planning on klepper also enlisting the help of the fbi. fox also wasn't planning on being paired up with rookie special agent kate o'hare. she's smart, she's tenacious, and when she's conned, she holds a grudge. life for fox and o'hare will never be the same again. the shell gameis a prequel to the riveting series from janet evanovich and lee goldberg. It was love at first con. Find out how FBI Special Agent Kate O'Hare and con artist Nicolas Fox first met in this exclusive eBook original short story! Con man Nick Fox is after Garson Klepper's golden Peruvian relics. For Fox, convincing Klepper to hire him as security for the relocation of the relics to the Getty museum in L.A. was easy. Problem is, Fox wasn't planning on Klepper also enlisting the help of the FBI. Fox also wasn't planning on being paired up with rookie special agent Kate O'Hare. She's smart, she's tenacious, and when she's conned, she holds a grudge. Life for Fox and O'Hare will never be the same again. The Shell Gameis a prequel to the riveting series from Janet Evanovich and Lee Goldberg."
"guilt (abe glitsky, #2)",crimemysterythriller,"mark dooher is the last person anyone would suspect of a savage, bloody murder--the most hate-filled crime one veteran detective had ever come across. but dooher, a prosperous attorney and prominent catholic, is the first man san francisco detective abe glitsky suspects. soon dooher is standing in the sights of the great, flawed machine called the criminal justice system. and mark dooher, a paragon of success and a master of all he touches, is about to be indicted for murder.as the dooher trial begins, dozens of lives are drawn into the drama, from the men and women who knew mark dooher best to those whose fates are now entwined with his. for wes farrell, an attorney struggling with his own sense of failure, the defense of mark dooher will mean a chance at self-respect. for beautiful, aspiring attorney christina carrera, the case leads to a dangerous liaison with dooher, who has wanted more than anything to have this woman by his side and in his bed. and for abe glitsky, whose wife is dying of cancer, the trial is a nightmare of dna evidence, shaky witnesses, and long odds: dooher, the unofficial consigliere of the archbishop of san francisco, has the catholic church on his side. as the trial builds to a crescendo, as evidence is sifted and witnesses discredited, as farrell rises to heights he never knew he could reach and abe glitsky grieves, a woman emerges from mark dooher's past. her story will change the role of nearly every player in this trial, and ignite a chain reaction of truth and violence that will alter lives forever. a novel that surprises from its first page to its last, guiltis more than a story about crime and punishment. it is a riveting drama of moral responsibility and uncertain justice, of families bound by loyalty and divided by tragedy and betrayal. building to one of the most nerve-shattering endings in recent fiction, guilt is a true masterpiece of hard-hitting, contemporary suspense. Mark Dooher is the last person anyone would suspect of a savage, bloody murder--the most hate-filled crime one veteran detective had ever come across. But Dooher, a prosperous attorney and prominent Catholic, is the first man San Francisco detective Abe Glitsky suspects. Soon Dooher is standing in the sights of the great, flawed machine called the criminal justice system. And Mark Dooher, a paragon of success and a master of all he touches, is about to be indicted for murder.As the Dooher trial begins, dozens of lives are drawn into the drama, from the men and women who knew Mark Dooher best to those whose fates are now entwined with his. For Wes Farrell, an attorney struggling with his own sense of failure, the defense of Mark Dooher will mean a chance at self-respect. For beautiful, aspiring attorney Christina Carrera, the case leads to a dangerous liaison with Dooher, who has wanted more than anything to have this woman by his side and in his bed. And for Abe Glitsky, whose wife is dying of cancer, the trial is a nightmare of DNA evidence, shaky witnesses, and long odds: Dooher, the unofficial consigliere of the Archbishop of San Francisco, has the Catholic Church on his side. As the trial builds to a crescendo, as evidence is sifted and witnesses discredited, as Farrell rises to heights he never knew he could reach and Abe Glitsky grieves, a woman emerges from Mark Dooher's past. Her story will change the role of nearly every player in this trial, and ignite a chain reaction of truth and violence that will alter lives forever. A novel that surprises from its first page to its last, Guiltis more than a story about crime and punishment. It is a riveting drama of moral responsibility and uncertain justice, of families bound by loyalty and divided by tragedy and betrayal. Building to one of the most nerve-shattering endings in recent fiction, Guilt is a true masterpiece of hard-hitting, contemporary suspense."
"the dagger before me (persephone cole vintage mystery, #1)",crimemysterythriller,"the dagger before me is the first in the persephone cole vintage mystery series, formerly called persephone cole and the halloween curse. what would sam spade be like if he was a woman? halloween finds percy cole backstage, during the previews of the latest broadway production of shakespeare's macbeth, where there's double, double, toil and trouble. in 1942, no one had heard of a female shamus - not even in new york city -- until now. meet percy cole, a newly inaugurated private investigator with a penchant for marlene dietrich suits, pistachio nuts, and men's fedoras. halloween finds her backstage, during the previews of the latest broadway production of shakespeare's macbeth, where there's double, double, toil and trouble. when an actor falls from the overhead catwalk and breaks his neck, it's only the latest in a series of catastrophes fueling the lore and superstition surrounding macbeth and its supernatural power since the play's creation in 1606. in desperation, the producer hires the lady dick to save the show from closing. armed only with her noodle and a wwi german mauser pistol, percy is not sure which is worse, having someone try to kill her or being foisted into the role of witch number two. is the centuries-old curse coming true or is a killer out to strike terror into the cast and crew of the scottish play? percy intends to strike back before anyone else dies. The Dagger Before Me is the first in the Persephone Cole vintage Mystery Series, formerly called Persephone Cole and the Halloween Curse. What would Sam Spade be like if he was a woman? Halloween finds Percy Cole backstage, during the previews of the latest Broadway production of Shakespeare's Macbeth, where there's double, double, toil and trouble. In 1942, no one had heard of a female shamus - not even in New York City -- until now. Meet Percy Cole, a newly inaugurated private investigator with a penchant for Marlene Dietrich suits, pistachio nuts, and men's fedoras. Halloween finds her backstage, during the previews of the latest Broadway production of Shakespeare's Macbeth, where there's double, double, toil and trouble. When an actor falls from the overhead catwalk and breaks his neck, it's only the latest in a series of catastrophes fueling the lore and superstition surrounding Macbeth and its supernatural power since the play's creation in 1606. In desperation, the producer hires the lady dick to save the show from closing. Armed only with her noodle and a WWI German Mauser pistol, Percy is not sure which is worse, having someone try to kill her or being foisted into the role of Witch Number Two. Is the centuries-old curse coming true or is a killer out to strike terror into the cast and crew of the Scottish play? Percy intends to strike back before anyone else dies."
ararat,crimemysterythriller,"when a newly engaged couple climbs mount ararat in turkey, an avalanche forces them to seek shelter inside a massive cave uncovered by the snow fall. the cave is actually an ancient, buried ship that many quickly come to believe is really noah's ark. when a team of scholars, archaeologists, and filmmakers make it inside the ark for the first time, they discover an elaborate coffin in its recesses. the artifact tempts their professional curiosity; so they break it open. inside, they find an ugly, misshapen cadaver--not the holy man that they expected, a hideous creature with horns. a massive blizzard blows in, trapping them in that cave thousands of meters up the side of a remote mountain...but they are not alone. When a newly engaged couple climbs Mount Ararat in Turkey, an avalanche forces them to seek shelter inside a massive cave uncovered by the snow fall. The cave is actually an ancient, buried ship that many quickly come to believe is really Noah's Ark. When a team of scholars, archaeologists, and filmmakers make it inside the ark for the first time, they discover an elaborate coffin in its recesses. The artifact tempts their professional curiosity; so they break it open. Inside, they find an ugly, misshapen cadaver--not the holy man that they expected, a hideous creature with horns. A massive blizzard blows in, trapping them in that cave thousands of meters up the side of a remote mountain...but they are not alone."
white bones (katie maguire #1),crimemysterythriller,"there are things i need to know... on a farm in southern ireland, the dismembered bones of eleven women are found in a common grave, buried eight decades ago. detective superintendent katie maguire is used to bloodshed, but this ivory litter of human remains is unimaginable butchery.  of other worlds apart from this... in isolated darkness not far away, an american tourist is at the mercy of a serial killer. his tools are a boning knife, twine, and a doll fashioned from nails and fishhooks. the murder of his victims is second only to the pleasure of their pain.  darker places inhabited by evil monstrosities... as an eighty-year-old mystery unfolds, so does a modern-day ritual that's marked katie maguire as its next victim. for what happened once in this small picturesque village is happening again. it's more than a series of horrifying crimes. it's tradition.  take me there. There are things I need to know... On a farm in southern Ireland, the dismembered bones of eleven women are found in a common grave, buried eight decades ago. Detective Superintendent Katie Maguire is used to bloodshed, but this ivory litter of human remains is unimaginable butchery.  Of other worlds apart from this... In isolated darkness not far away, an American tourist is at the mercy of a serial killer. His tools are a boning knife, twine, and a doll fashioned from nails and fishhooks. The murder of his victims is second only to the pleasure of their pain.  Darker places inhabited by evil monstrosities... As an eighty-year-old mystery unfolds, so does a modern-day ritual that's marked Katie Maguire as its next victim. For what happened once in this small picturesque village is happening again. It's more than a series of horrifying crimes. It's tradition.  Take me there."
swimsuit,crimemysterythriller,"a breathtakingly beautiful supermodel disappears from a swimsuit photo shoot at the most glamorous hotel in hawaii. only hours after she goes missing, kim mcdaniels' parents receive a terrifying phone call. fearing the worst, they board the first flight to maui and begin the hunt for their daughter. ex-cop ben hawkins, now a reporter for the la times, gets the mcdaniels assignment. the ineptitude of the local police force defies belief - ben has to start his own investigation for kim mcdaniels to have a prayer ... and for ben to have the story of his life. all the while, the killer sets the stage for his next production. his audience expects the best - and they won't be disappointed. swimsuitis a heart-pounding story of fear and desire, transporting you to a place where beauty and murder collide and unspeakable horrors are hidden within paradise. A breathtakingly beautiful supermodel disappears from a swimsuit photo shoot at the most glamorous hotel in Hawaii. Only hours after she goes missing, Kim McDaniels' parents receive a terrifying phone call. Fearing the worst, they board the first flight to Maui and begin the hunt for their daughter. Ex-cop Ben Hawkins, now a reporter for the LA Times, gets the McDaniels assignment. The ineptitude of the local police force defies belief - Ben has to start his own investigation for Kim McDaniels to have a prayer ... and for Ben to have the story of his life. All the while, the killer sets the stage for his next production. His audience expects the best - and they won't be disappointed. Swimsuitis a heart-pounding story of fear and desire, transporting you to a place where beauty and murder collide and unspeakable horrors are hidden within paradise."
"love, a foot above the ground (jessica huntington, #0",crimemysterythriller,"5) . *****voted one of the 50 self-published books worth reading, 2015!***** a young girl meets the love of her life at sunrise on the sea of cortez. love lifts you up ""about a foot above the ground,"" she says. it fills you with joy, courage, and hope, even when faced with great challenges. a coming of age story of love, loss, and inspiration, bernadette will need all the good things that love has to offer. this story is set in the 1960s, told to jessica huntington in the 1980s, and shared with us today. a prequel of sorts, the book provides backstory for two central characters in the jessica huntington desert cities mystery series. *****Voted one of the 50 Self-published books worth reading, 2015!***** A young girl meets the love of her life at sunrise on the Sea of Cortez. Love lifts you up ""about a foot above the ground,"" she says. It fills you with joy, courage, and hope, even when faced with great challenges. A coming of age story of love, loss, and inspiration, Bernadette will need all the good things that love has to offer. This story is set in the 1960s, told to Jessica Huntington in the 1980s, and shared with us today. A prequel of sorts, the book provides backstory for two central characters in the Jessica Huntington Desert Cities Mystery Series."
you only live twice (james bond 12),crimemysterythriller,"bond, a shattered man after the death of his wife at the hands of ernst stavro blofeld, has gone to pieces as an agent, endangering himself and his fellow operatives. m, unwilling to accept the loss of one of his best men, sends 007 to japan for one last, near-impossible mission. but japan proves to be bond's downfall, leading him to a mysterious residence known as the 'castle of death' where he encounters an old enemy revitalized. all the omens suggest that this is the end for the british agent and, for once, even bond himself seems unable to disagree... Bond, a shattered man after the death of his wife at the hands of Ernst Stavro Blofeld, has gone to pieces as an agent, endangering himself and his fellow operatives. M, unwilling to accept the loss of one of his best men, sends 007 to Japan for one last, near-impossible mission. But Japan proves to be Bond's downfall, leading him to a mysterious residence known as the 'Castle of Death' where he encounters an old enemy revitalized. All the omens suggest that this is the end for the British agent and, for once, even Bond himself seems unable to disagree..."
blood flag (paul madriani #14),crimemysterythriller,"defending a client accused of killing her father, attorney paul madriani is drawn into a treacherous conspiracy dating to world war ii in this enthralling installment in the new york times bestselling series.paul madriani and harry hinds have a new client: emma brauer, a woman accused in the ""mercy killing"" of her aged father, robert brauer. insisting she's innocent, emma tells paul about a package sent to her father shortly before he entered the hospital. bequeathed to him by a member of his unit from world war ii, the box contains a key and a slip of paper. emma fears that this package is connected to her father's death.when paul's young assistant sofia is murdered madriani is blindsided by the realization that emma's fears are well-grounded. digging into robert's military history, madriani discovers that other members of the army unit robert served with have recently died--under similarly suspicious circumstances. when he finds that the box sent to brauer relates to a mysterious talisman that went missing at the end of the war--a feared nazi relic known as the ""blood flag""--madriani and hinds realize they are in for the fight of their lives. with emma's life on the line and their own safety in jeopardy, madriani must uncover the truth before the evil of the blood flag is allowed to spin a new web. Defending a client accused of killing her father, attorney Paul Madriani is drawn into a treacherous conspiracy dating to World War II in this enthralling installment in the New York Times bestselling series.Paul Madriani and Harry Hinds have a new client: Emma Brauer, a woman accused in the ""mercy killing"" of her aged father, Robert Brauer. Insisting she's innocent, Emma tells Paul about a package sent to her father shortly before he entered the hospital. Bequeathed to him by a member of his unit from World War II, the box contains a key and a slip of paper. Emma fears that this package is connected to her father's death.When Paul's young assistant Sofia is murdered Madriani is blindsided by the realization that Emma's fears are well-grounded. Digging into Robert's military history, Madriani discovers that other members of the Army unit Robert served with have recently died--under similarly suspicious circumstances. When he finds that the box sent to Brauer relates to a mysterious talisman that went missing at the end of the war--a feared Nazi relic known as the ""Blood Flag""--Madriani and Hinds realize they are in for the fight of their lives. With Emma's life on the line and their own safety in jeopardy, Madriani must uncover the truth before the evil of the Blood Flag is allowed to spin a new web."
dead or alive (jack ryan jr,crimemysterythriller,",#2) . jack ryan, the former president of the united states, is out of office, but not out of the loop about his brainchild, the campus, a highly effective, counter-terrorism organization that operates outside the washington hierarchy. but what ryan doesn't know is that his son, jack ryan, jr., has joined his cousins, brian and dominic caruso, at the shadowy campus. while a highly effective analyst, young ryan hungers for the action of a field agent.the campus has now turned their sights on the emir, the number one terrorist threat to western civilization. a reclusive figure and mastermind of vicious terrorist acts, the emir has eluded capture by the world's law enforcement agencies. but now with the help of ex-cia agent john clark and pro marine colonel ding chavez the campus is in on the hunt. the mission: to bring the emir in dead or alive. Jack Ryan, the former president of the United States, is out of office, but not out of the loop about his brainchild, the Campus, a highly effective, counter-terrorism organization that operates outside the Washington hierarchy. But what Ryan doesn't know is that his son, Jack Ryan, Jr., has joined his cousins, Brian and Dominic Caruso, at the shadowy Campus. While a highly effective analyst, young Ryan hungers for the action of a field agent.The Campus has now turned their sights on the Emir, the number one terrorist threat to western civilization. A reclusive figure and mastermind of vicious terrorist acts, the Emir has eluded capture by the world's law enforcement agencies. But now with the help of ex-CIA agent John Clark and pro Marine Colonel Ding Chavez the Campus is in on the hunt. The mission: to bring the Emir in dead or alive."
choice of evils,crimemysterythriller,"expecting nothing more than a quiet holiday in the sleepy seaside town of gallmouth, england, andrew basnett is first surprised to meet his nephew, peter dilly, quite by chance, and then both pleased and annoyed to find himself drawn into the activities of the town's first arts festival. it's pleasant to be invited for dinner at the home of successful novelist simon amory, but not so pleasant when amory's sister-in-law is found shot to death in amory's summer house, and basnett's nephew is both the last person to have seen her alive and the first to see her dead. when a second woman of amory's acquaintance is also found dead, the rather prickly writer would seem to be a prime suspect but basnett has other ideas. no one is better than e. x. ferrars, undisputed past mistress of the domestic british mystery, at uncovering the personal torments that lie beneath the surface of tranquil small-town life, and one is better at unraveling the complex relationships and motivations that so often lead to unexpected violence. Expecting nothing more than a quiet holiday in the sleepy seaside town of Gallmouth, England, Andrew Basnett is first surprised to meet his nephew, Peter Dilly, quite by chance, and then both pleased and annoyed to find himself drawn into the activities of the town's first arts festival. It's pleasant to be invited for dinner at the home of successful novelist Simon Amory, but not so pleasant when Amory's sister-in-law is found shot to death in Amory's summer house, and Basnett's nephew is both the last person to have seen her alive and the first to see her dead. When a second woman of Amory's acquaintance is also found dead, the rather prickly writer would seem to be a prime suspect but Basnett has other ideas. No one is better than E. X. Ferrars, undisputed past mistress of the domestic British mystery, at uncovering the personal torments that lie beneath the surface of tranquil small-town life, and one is better at unraveling the complex relationships and motivations that so often lead to unexpected violence."
"loves music, loves to dance",crimemysterythriller,"a serial killer leaves one dancing shoe on a foot of the victims who answer his personal ads. when erin dies, her best friend places ads to entice the villain already targeting her next. new york police detective vince d'ambrosio takes a personal interest. new boyfriend dr michael nash is supportive. a stalker may surprise everyone. includes author interview 14 pages. A serial killer leaves one dancing shoe on a foot of the victims who answer his personal ads. When Erin dies, her best friend places ads to entice the villain already targeting her next. New York police detective Vince D'Ambrosio takes a personal interest. New boyfriend Dr Michael Nash is supportive. A stalker may surprise everyone. Includes Author Interview 14 pages."
